,code
31637,HER_46954.t1.1.5f2c6a8f:Sp-Bat3
31638,HER_46954.t1:Sp-Bat3
31639,HER_46955.t1:Sp-Slc10a2L_2
31640,HER_46956.t1:Sp-Hypp_2835
31641,HER_46957.t1:Sp-Bmp5-8
31642,HER_46958.t1:Sp-Syt5
31643,HER_46959.t1:Sp-Chrm3_1
31644,HER_46960.t1:none
31645,HER_46961.t1:Sp-Chrm3_1
31646,HER_46962.t1:Sp-Chrm3_1
31647,HER_46963.t1:Sp-Chrm3_1
31648,HER_46964.t1:Sp-064_2
31649,HER_46966.t1:Sp-064_3
31650,HER_46968.t1:Sp-PolppL_39
31651,HER_46969.t1:Sp-PppL_184
31652,HER_4697.t1:Sp-Hypp_1926
31653,HER_46972.t1:none
31654,HER_46973.t1:Sp-Trmt1l
31655,HER_46975.t1:Sp-064_3
31656,HER_46976.t1:Sp-Trmt1l
31657,HER_46977.t1:Sp-PppL_220
31658,HER_46979.t1:Sp-Slc27a1
31659,HER_4698.t1:Sp-Pla2g1b
31660,HER_46980.t1:Sp-Cyp2L36
31661,HER_46981.t1:Sp-Acadm
31662,HER_46982.t1:Sp-Map2k7
31663,HER_46983.t1:none
31664,HER_46984.t1:Sp-Prokr2
31665,HER_46986.t1:Sp-Gpr51_2
31666,HER_46986.t2:Sp-Gpr51_2
31667,HER_46987.t1:Sp-Ly/Cub/Sr/Zp
31668,HER_46988.t1:none
31669,HER_4699.t1:none
31670,HER_46990.t1:Sp-Lrr/Gpcr_3
31671,HER_46991.t1:Sp-Sara/Ny/SAR41
31672,HER_46992.t1:Sp-Rpl5
31673,HER_46993.t1:Sp-Scyl3
31674,HER_46994.t1:Sp-Hypp_2425
31675,HER_46996.t1.1.5f2c6a6a:Sp-Hrh3L_18
31676,HER_46996.t1:Sp-Hrh3L_18
31677,HER_46997.t1:Sp-Mfsd6L
31678,HER_46998.t1:Sp-CspeN1a
31679,HER_46999.t1:Sp-Tmem20L
31680,HER_47.t1:Sp-Ewsr1l_1
31681,HER_470.t1:Sp-BlmL
31682,HER_4700.t1:Sp-Pofut1L2
31683,HER_47000.t1:Sp-Tmem20L
31684,HER_47001.t1:Sp-Tmem20L
31685,HER_47002.t1:none
31686,HER_47003.t1:Sp-Tmem20L
31687,HER_47004.t1:Sp-Clip170ph
31688,HER_47005.t1:Sp-Tor1A
31689,HER_47006.t1:Sp-Dars2
31690,HER_47007.t1:none
31691,HER_47008.t1:Sp-Agpat1_1
31692,HER_47009.t1:Sp-Agpat1_1
31693,HER_4701.t1:none
31694,HER_47010.t1:Sp-Agpat1_1
31695,HER_47011.t1:Sp-Agpat1_2
31696,HER_47012.t1:Sp-Agpat1
31697,HER_47013.t1:none
31698,HER_47014.t1:Sp-Rapgef1
31699,HER_47014.t2:Sp-Rapgef1
31700,HER_47015.t1:none
31701,HER_47017.t1:none
31702,HER_47018.t1:Sp-Ap2s1_1
31703,HER_47018.t2:Sp-Ap2s1_1
31704,HER_47019.t1:Sp-Clect_54
31705,HER_4702.t1:Sp-Pofut1L2_1
31706,HER_47021.t1:Sp-PolppL_55
31707,HER_47022.t1:Sp-PolppL_55
31708,HER_47024.t1:Sp-PolppL_95
31709,HER_47026.t1:Sp-Fn3f_29
31710,HER_47027.t1_HER_47028.t1.1.5f2d73c5:Sp-Unken3-5dL_1
31711,HER_47027.t1_HER_47028.t1:Sp-Unken3-5dL_1
31712,HER_47029.t1:Sp-Unken3-5dL_1
31713,HER_4703.t1:none
31714,HER_47030.t1:none
31715,HER_47031.t1:Sp-Unken3-5dL
31716,HER_47032.t1:Sp-Hypp_684
31717,HER_47033.t1:Sp-Tpase7
31718,HER_47035.t1:none
31719,HER_47036.t1:Sp-Unken3-5dL
31720,HER_47037.t1:none
31721,HER_47039.t1:Sp-PolypL_68
31722,HER_47040.t1:none
31723,HER_47041.t1:Sp-BlmL
31724,HER_47043.t1:Sp-PolppL_95
31725,HER_47046.t1:Sp-Kctd1L_5
31726,HER_47047.t1:Sp-Clect_54
31727,HER_47048.t1:Sp-BlmL
31728,HER_47049.t1.1.5f2c6a6c:Sp-Brd
31729,HER_47049.t1:Sp-Brd
31730,HER_4705.t1:Sp-Hypp_1694
31731,HER_47050.t1:Sp-Hypp_1272
31732,HER_47051.t1:Sp-Unken3-5dL
31733,HER_47052.t1:Sp-Unken3-5dL
31734,HER_47053.t1:Sp-Unken3-5dL
31735,HER_47054.t1:Sp-Unken3-5dL
31736,HER_47055.t1:Sp-Unken3-5dL
31737,HER_47056.t1_HER_47057.t1:Sp-Unken3-5dL_4
31738,HER_4706.t1.1.5f2c6833:Sp-Pde7aL
31739,HER_4706.t1:Sp-Pde7aL
31740,HER_47062.t1:none
31741,HER_47064.t1:Sp-CcLta1
31742,HER_47064.t2:Sp-CcLta1
31743,HER_47066.t1:Sp-Surf6L
31744,HER_47067.t1:Sp-Rc3h2
31745,HER_47068.t1:Sp-Hypp_1112
31746,HER_47069.t1:Sp-Stx6
31747,HER_47070.t1:Sp-Ttll11
31748,HER_47071.t1:Sp-Hypp_1539
31749,HER_47072.t1:Sp-Hypp_1539
31750,HER_47073.t1:Sp-Hypp_1539
31751,HER_47074.t1:Sp-Slc16a14
31752,HER_47075.t1:none
31753,HER_47076.t1:none
31754,HER_47077.t1_HER_47078.t1:Sp-Trpc5
31755,HER_47080.t1:Sp-Hypp_1112
31756,HER_47083.t1_HER_47084.t1:Sp-Trpc5_7
31757,HER_47086.t1:Sp-Hypp_1539
31758,HER_47087.t1:Sp-Hypp_1539
31759,HER_47090.t1:Sp-Hypp_1539
31760,HER_47092.t1:Sp-Hypp_1539
31761,HER_47093.t1:Sp-Hypp_1539
31762,HER_47095.t1:Sp-Hypp_1539
31763,HER_47096.t1:Sp-Hypp_361
31764,HER_47097.t1:Sp-Hypp_1417
31765,HER_47098.t1:Sp-SelcysL
31766,HER_47099.t1:Sp-Hypp_2003
31767,HER_471.t1:Sp-Rt5
31768,HER_47100.t1:Sp-Clect/Egf_8
31769,HER_47101.t1:Sp-Hypp_2466
31770,HER_47103.t1.1.5f2c6a92:Sp-Clect/Egf_9
31771,HER_47103.t1:Sp-Clect/Egf_9
31772,HER_47105.t1:none
31773,HER_47107.t1:Sp-Kctd1_2
31774,HER_47108.t1.1.5f2c6a92:Sp-Kiaa1529L_3
31775,HER_47108.t1:Sp-Kiaa1529L_3
31776,HER_47109.t1:Sp-C3-2
31777,HER_4711.t1:Sp-Myl9
31778,HER_47110.t1:Sp-Hypp3088
31779,HER_47111.t1:none
31780,HER_47112.t1:Sp-Brd
31781,HER_47112.t2:Sp-Brd
31782,HER_47114.t1_HER_47119.t1:Sp-Rabgap1_1
31783,HER_47117.t1:Sp-Gpr21
31784,HER_4712.t1:Sp-Mrlc2
31785,HER_47120.t1:Sp-Astrnph
31786,HER_47121.t1:Sp-Nelf
31787,HER_47122.t1:Sp-Cdk10L1
31788,HER_47123.t1:Sp-Zcchc3
31789,HER_47124.t1:Sp-Zcchc3
31790,HER_47125.t1:Sp-Zcchc3
31791,HER_47126.t1:Sp-Zcchc3
31792,HER_47127.t1:Sp-Zcchc3
31793,HER_4713.t1_HER_4715.t1:Sp-Slc5a12_7
31794,HER_47131.t1:Sp-Fmo5_2
31795,HER_47132.t1:none
31796,HER_47136.t1.1.5f2c6a93:Sp-FReD
31797,HER_47136.t1:Sp-FReD
31798,HER_47137.t1:none
31799,HER_47138.t1:Sp-Ppt2_1
31800,HER_47139.t1:Sp-Hypp_1107
31801,HER_47140.t1:Sp-Ppt2
31802,HER_47141.t1:Sp-Flot1
31803,HER_47143.t1:Sp-Ssna1
31804,HER_47144.t1:Sp-Tbc1d2bL2
31805,HER_47144.t2:Sp-Tbc1d2bL2
31806,HER_47145.t1:Sp-Cadherin_2
31807,HER_47146.t1:Sp-Cadherin_2
31808,HER_47147.t1:Sp-Gpr133L_4
31809,HER_47148.t1:Sp-Gpr133L_4
31810,HER_47149.t1:Sp-HgfL
31811,HER_47151.t1:none
31812,HER_47153.t1:none
31813,HER_47154.t1:Sp-Fbxw5
31814,HER_47155.t1:none
31815,HER_47156.t1:none
31816,HER_47157.t1:Sp-SageL
31817,HER_47158.t1:Sp-Kctd1L_3
31818,HER_47159.t1:Sp-Hypp_1107
31819,HER_4716.t1:none
31820,HER_47160.t1:Sp-Ahrl
31821,HER_47161.t1:Sp-Hypp2070
31822,HER_47163.t1:Sp-Hypp3088
31823,HER_47164.t1:Sp-Hypp3088
31824,HER_47165.t1:Sp-Ahrl
31825,HER_47166.t1:Sp-SageL
31826,HER_47167.t1:none
31827,HER_47168.t1:Sp-Ttc16
31828,HER_47169.t1:Sp-Glipr2L
31829,HER_4717.t1:none
31830,HER_47170.t1:Sp-Eif3s4
31831,HER_47171.t1:none
31832,HER_47172.t1:Sp-Hnrph1
31833,HER_47172.t2:Sp-Hnrph1
31834,HER_47172.t3:Sp-Hnrph1
31835,HER_47173.t1:Sp-C3orf37L
31836,HER_47174.t1:Sp-Rnase3l
31837,HER_47175.t1:Sp-Abcf1
31838,HER_47176.t1.1.5f2c6a6f:Sp-Hypp_576
31839,HER_47176.t1:Sp-Hypp_576
31840,HER_47177.t1.1.5f2c6a94:Sp-Slc16a4_2
31841,HER_47177.t1:Sp-Slc16a4_2
31842,HER_47178.t1:Sp-Hypp_1459
31843,HER_47179.t1:Sp-Ass
31844,HER_4718.t1:Sp-Slc5L
31845,HER_47180.t1:Sp-Slc25a25
31846,HER_47180.t2.1.5f2c6a95:Sp-Slc25a25
31847,HER_47180.t2.2.5f2c6a95:Sp-Slc25a25
31848,HER_47180.t2:Sp-Slc25a25
31849,HER_47181.t1:Sp-Znrd1
31850,HER_47182.t1:Sp-Hsd17b7
31851,HER_47183.t1:Sp-Tor3aL
31852,HER_47186.t1:Sp-Mrps2l_1
31853,HER_47187.t1:Sp-IunhL_2
31854,HER_47188.t1:Sp-IunhL_2
31855,HER_4719.t1:Sp-Slc5L
31856,HER_47190.t1:Sp-IunhL_2
31857,HER_47191.t1:none
31858,HER_47194.t1:none
31859,HER_47195.t1:Sp-C6st
31860,HER_47196.t1:Sp-C6st
31861,HER_47197.t1:Sp-Ivnslabp
31862,HER_47198.t1:Sp-Med27
31863,HER_47199.t1:none
31864,HER_472.t1:Sp-Hypp_2285
31865,HER_4720.t1:Sp-Slc5L
31866,HER_47200.t1:Sp-Imp3
31867,HER_47202.t1:none
31868,HER_47204.t1:Sp-Rfwd2
31869,HER_47205.t1:none
31870,HER_47206.t1:Sp-XerdL
31871,HER_47207.t1:Sp-FcolI/II/IIIf
31872,HER_4721.t1:Sp-Slc5L
31873,HER_47210.t1:Sp-Col805b_1
31874,HER_47213.t1:Sp-Colf_9
31875,HER_47214.t1:Sp-Hypp_130
31876,HER_47215.t1:Sp-Hypp_130
31877,HER_47216.t1:Sp-Hypp_130
31878,HER_47217.t1:none
31879,HER_4722.t1:none
31880,HER_47221.t1:Sp-Fcolf_2
31881,HER_47223.t1:none
31882,HER_47224.t1:Sp-Kis
31883,HER_47226.t1:Sp-Gt
31884,HER_47229.t1:Sp-Gt
31885,HER_47231.t1:Sp-XerdL
31886,HER_47233.t1:Sp-Fn3f_29
31887,HER_47234.t1:Sp-Fn3f_29
31888,HER_47235.t1:Sp-Fn3f_29
31889,HER_47239.t1:none
31890,HER_4724.t1:Sp-Gpr54L_2
31891,HER_47240.t1:none
31892,HER_47242.t1:none
31893,HER_47244.t1:Sp-Dennd1a
31894,HER_47245.t1:none
31895,HER_47246.t1:Sp-Dennd1a
31896,HER_47247.t1:Sp-Endrvt_1
31897,HER_47248.t1:Sp-Hypp_1701
31898,HER_4725.t1.1.5f2c686c:Sp-Hypp_2404
31899,HER_4725.t1:Sp-Hypp_2404
31900,HER_47251.t1:Sp-Rt5
31901,HER_47252.t1:none
31902,HER_47254.t1:none
31903,HER_47255.t1:Sp-Hypp_289
31904,HER_4726.t1:Sp-Abhd7_2
31905,HER_47260.t1:Sp-Z313
31906,HER_47262.t1:Sp-Hypp_1701
31907,HER_47264.t1:Sp-Egf/LamGap1
31908,HER_47266.t1:Sp-Egf/LamGap1
31909,HER_47268.t1:Sp-Egf/LamGap1
31910,HER_47269.t1:Sp-Egf/LamGap1
31911,HER_4727.t1:Sp-Gpr54L_2
31912,HER_47270.t1:Sp-PolypL_952
31913,HER_47273.t1:Sp-PolppL_44
31914,HER_47276.t1:Sp-Hypp_2312
31915,HER_47277.t1:Sp-Notchh1_6
31916,HER_47278.t1:Sp-Notchh1_6
31917,HER_47279.t1:Sp-Hypp3088
31918,HER_47280.t1:Sp-Rdh
31919,HER_47281.t1:Sp-Rdh
31920,HER_47282.t1:Sp-Hypp3088
31921,HER_47284.t1:Sp-Glyt_5
31922,HER_47286.t1:Sp-Srcr142
31923,HER_47287.t1:Sp-C9orf78l
31924,HER_47288.t1:Sp-SfxL
31925,HER_47289.t1:Sp-Nfkbil1L
31926,HER_4729.t1:Sp-Hypp_289
31927,HER_47291.t1:Sp-Nfkbil1L
31928,HER_47293.t1:Sp-Acly_2
31929,HER_47294.t1:Sp-Itpa
31930,HER_47295.t1:Sp-Hao1_5
31931,HER_47296.t1:none
31932,HER_47297.t1:Sp-Nup188
31933,HER_47298.t1:Sp-Nup188
31934,HER_473.t1:Sp-Hypp_470
31935,HER_47300.t1:Sp-Wdr47
31936,HER_47300.t2:Sp-Wdr47
31937,HER_47301.t1:Sp-Actr5h
31938,HER_47302.t1:Sp-Uck2
31939,HER_47305.t1:none
31940,HER_47306.t1:Sp-Hypp_257
31941,HER_47307.t1:none
31942,HER_47309.t1:Sp-Rps15
31943,HER_47310.t1:Sp-Hypp_748
31944,HER_47313.t1:none
31945,HER_47314.t1:Sp-Lztr1
31946,HER_47315.t1:Sp-Sult1c4
31947,HER_47316.t1:Sp-Agpat1_3
31948,HER_47317.t1:Sp-Glul
31949,HER_47318.t1:Sp-Apc5
31950,HER_47319.t1:Sp-Phyhd1_2
31951,HER_4732.t1:Sp-Hypp_749
31952,HER_47320.t1:Sp-Lmx1
31953,HER_47320.t2:Sp-Lmx1
31954,HER_47323.t1:Sp-Lmx1
31955,HER_47327.t1.1.5f2c6a72:Sp-Wdr38
31956,HER_47327.t1:Sp-Wdr38
31957,HER_47328.t1:none
31958,HER_47329.t1:none
31959,HER_47330.t1:none
31960,HER_47332.t1:Sp-Tgfbr3
31961,HER_47333.t1:Sp-Slc16a9
31962,HER_47334.t1:none
31963,HER_47338.t1:Sp-Rgs3
31964,HER_47339.t1:Sp-Rgs3
31965,HER_47340.t1:none
31966,HER_47342.t1:Sp-Hypp_97
31967,HER_47343.t1.1.5f2c6a72:Sp-Atp6v0a1
31968,HER_47343.t1:Sp-Atp6v0a1
31969,HER_47344.t1:Sp-Rpl7a
31970,HER_47345.t1.1.5f2c6a73:Sp-Hypp_2272
31971,HER_47345.t1:Sp-Slc16a7L_1
31972,HER_47348.t1:Sp-Hypp_660
31973,HER_47349.t1:Sp-Fam55c_1
31974,HER_4735.t1:Sp-Slco5a1_1
31975,HER_47350.t3:Sp-PolppL_96
31976,HER_47351.t1:none
31977,HER_47352.t1:Sp-PolppL_22
31978,HER_47354.t1:none
31979,HER_47355.t1:none
31980,HER_47356.t1:Sp-Hypp_473
31981,HER_47357.t1:Sp-Fam55c_1
31982,HER_47358.t1:Sp-Hypp_2500
31983,HER_47359.t1:none
31984,HER_47360.t1:Sp-Clect_107
31985,HER_47361.t1:Sp-Muc19L
31986,HER_47362.t1:none
31987,HER_47363.t1:none
31988,HER_47364.t1:Sp-Trubh2
31989,HER_47365.t1:Sp-Ncf2l
31990,HER_47367.t1:Sp-Ncf2l
31991,HER_47368.t1:Sp-Slc16a4
31992,HER_47369.t1:Sp-Hs2St
31993,HER_47370.t1:Sp-Neu1
31994,HER_47371.t1:Sp-Fkbp15-2
31995,HER_47374.t1:Sp-Ptgr1
31996,HER_47375.t1:none
31997,HER_47377.t1:none
31998,HER_47378.t1:none
31999,HER_47379.t1:Sp-Cub/Zp_1
32000,HER_47381.t1:none
32001,HER_47382.t1:Sp-Hypp_2946
32002,HER_47384.t1:none
32003,HER_47392.t1:none
32004,HER_47393.t1:none
32005,HER_47394.t1:Sp-Cub/Zp_1
32006,HER_47395.t1:Sp-Cub/Zp_1
32007,HER_47396.t1:none
32008,HER_47397.t1:Sp-Hypp_2946
32009,HER_47399.t1:none
32010,HER_4740.t1.1.5f2c686c:Sp-Slco2blL
32011,HER_4740.t1:Sp-Slco2blL
32012,HER_47400.t1:none
32013,HER_47403.t1:Sp-Srxn1
32014,HER_47404.t1:Sp-Zmym1L_3
32015,HER_47405.t1:Sp-Hsat
32016,HER_47406.t1:Sp-Hypp_1012
32017,HER_47407.t1:Sp-Hypp_1012
32018,HER_47408.t1:Sp-Mif7
32019,HER_47409.t1:Sp-Pofut1L4
32020,HER_47410.t1:Sp-Pofut1L3
32021,HER_47411.t1:none
32022,HER_47412.t1:none
32023,HER_47413.t1:Sp-Hypp_2027
32024,HER_47414.t1:Sp-Hypp_2027
32025,HER_47415.t1:Sp-Rxfp1_2
32026,HER_47416.t1:Sp-Fam20b
32027,HER_47417.t1:Sp-Clcn7
32028,HER_47418.t1:Sp-Hypp_1335
32029,HER_47418.t2:Sp-Hypp_1335
32030,HER_47421.t1:Sp-Hypp_2212
32031,HER_47422.t1:Sp-Pogk_1
32032,HER_47423.t1:Sp-Hypp_2459
32033,HER_47424.t1:Sp-PppL_129
32034,HER_47425.t1:none
32035,HER_47427.t1:Sp-Iunh
32036,HER_47428.t1:Sp-Pip5kl1
32037,HER_47429.t1:Sp-Tnni3k
32038,HER_47431.t1:Sp-Prdx6
32039,HER_47432.t1:Sp-RgL1
32040,HER_47432.t2:Sp-RgL1
32041,HER_47433.t1:Sp-Atp6v1g3
32042,HER_47434.t1:Sp-Hebp2L1
32043,HER_47435.t1:Sp-Skiv2l
32044,HER_47436.t1:Sp-Whrn
32045,HER_47437.t1:Sp-Z105
32046,HER_47439.t1:Sp-Whrn
32047,HER_4744.t1:Sp-Slco2blL
32048,HER_47440.t1:Sp-Whrn
32049,HER_47441.t1:Sp-Whrn
32050,HER_47442.t1:Sp-Nr2e6
32051,HER_47443.t1:Sp-Fmo3
32052,HER_47444.t1:Sp-Hebp2L3
32053,HER_47445.t1:Sp-Dr1
32054,HER_47446.t1:Sp-Isca1
32055,HER_47447.t1:Sp-Fmo3
32056,HER_47448.t1:Sp-Fmo3
32057,HER_47449.t1:Sp-Hebp2L3
32058,HER_4745.t1:Sp-Slco5a1_1
32059,HER_47450.t1:Sp-Dr1
32060,HER_47451.t1:Sp-Isca1
32061,HER_47452.t1:Sp-Bcar3
32062,HER_47453.t1.1.5f2c6a76:Sp-Bcar3
32063,HER_47453.t1:Sp-Bcar3
32064,HER_47453.t2:Sp-Bcar3
32065,HER_47455.t1:none
32066,HER_47456.t1:none
32067,HER_47457.t1:Sp-Uox
32068,HER_47458.t1:Sp-Slc17a5_2
32069,HER_47459.t1:Sp-Slc17a5_2
32070,HER_47460.t1:Sp-Slc17a5_2
32071,HER_47461.t1:Sp-GagpolL_16
32072,HER_47462.t1:Sp-Slc17a5_2
32073,HER_47463.t1:Sp-BlmL2
32074,HER_47464.t1:Sp-Eif2Ba
32075,HER_47466.t1:Sp-Znf/Cchct/Rnad_dnap/I/Cat
32076,HER_47469.t1:Sp-PppL_204
32077,HER_4747.t1:Sp-Slco2blL
32078,HER_47471.t1:Sp-KctdL
32079,HER_47472.t1:none
32080,HER_47473.t1:Sp-Hypp474
32081,HER_47474.t1:none
32082,HER_47475.t1:Sp-Pla2g4b
32083,HER_47476.t1:Sp-Siat7b
32084,HER_47477.t1:Sp-Kctd1L_1
32085,HER_47478.t1.1.5f2c6a77:Sp-Rxr
32086,HER_47478.t1.2.5f2c6a77:Sp-Rxr
32087,HER_47478.t1.3.5f2c6a77:Sp-Rxr
32088,HER_47478.t1:Sp-Rxr
32089,HER_47479.t1:Sp-Rpap2
32090,HER_4748.t1:Sp-Slco5a1_1
32091,HER_47482.t1:Sp-Z166
32092,HER_47483.t1.1.5f2c6a78:Sp-Mmp1/3L1
32093,HER_47483.t1.2.5f2c6a78:Sp-Mmp1/3L1
32094,HER_47483.t1.3.5f2c6a78:Sp-Mmp1/3L1
32095,HER_47483.t1:Sp-Mmp1/3L1
32096,HER_47484.t1:Sp-Mmp1/3L1
32097,HER_47485.t1:Sp-Mmp1/3L1
32098,HER_47486.t1:Sp-Kcnt1
32099,HER_47487.t1:Sp-Kcnt1
32100,HER_47489.t1:Sp-Hypp_642
32101,HER_4749.t1:Sp-Nlr50
32102,HER_47490.t1:Sp-Hypp_642
32103,HER_47492.t1:Sp-Hypp_642
32104,HER_47493.t1:Sp-Hypp_642
32105,HER_47494.t1:Sp-Hypp_642
32106,HER_47495.t1:Sp-Hypp_642
32107,HER_47496.t1:Sp-Hypp_642
32108,HER_47497.t1:Sp-Hypp_642
32109,HER_47498.t1:Sp-Kctd21L_3
32110,HER_47499.t1:Sp-Kctd21L
32111,HER_475.t1:none
32112,HER_47500.t1:none
32113,HER_47503.t1:Sp-Fibulin
32114,HER_47504.t1:Sp-Kctd21_1
32115,HER_47505.t1:none
32116,HER_47507.t1:Sp-Z346
32117,HER_47509.t1:Sp-Hypp_642
32118,HER_4751.t1:Sp-Slco2blL
32119,HER_47510.t1:Sp-Hypp_642
32120,HER_47511.t1:Sp-Hypp_642
32121,HER_47512.t1:Sp-Kctd21L_3
32122,HER_47513.t1:Sp-Kctd21L
32123,HER_47514.t1:none
32124,HER_47515.t1:Sp-Kctd21_1
32125,HER_47516.t1:Sp-Kctd21_1
32126,HER_47517.t1:Sp-KctdL_2
32127,HER_47519.t1:Sp-Kctd21L
32128,HER_4752.t1:none
32129,HER_47526.t1:Sp-Kctd21L
32130,HER_47527.t1:Sp-PolypL_64
32131,HER_47529.t1:Sp-Kctd21_1
32132,HER_4753.t1:Sp-Slco5a1_1
32133,HER_47531.t1:Sp-Kctd21_1
32134,HER_47532.t1:Sp-Kctd21_1
32135,HER_47533.t1:Sp-Kctd21_1
32136,HER_47534.t1:Sp-Kctd21_1
32137,HER_47535.t1:Sp-Kctd21_1
32138,HER_47536.t1:Sp-Kctd4
32139,HER_47539.t1:none
32140,HER_4754.t1:Sp-Hypp_1203
32141,HER_47540.t1:Sp-VarsiA
32142,HER_47541.t1:Sp-PolppL_100
32143,HER_47542.t1:Sp-PolppL_48
32144,HER_47543.t1:Sp-VarsiA
32145,HER_47545.t1:Sp-Tesk
32146,HER_47546.t1:none
32147,HER_47547.t1:Sp-Cobra1
32148,HER_47548.t1:Sp-Nop2
32149,HER_4755.t1:Sp-Hypp_1203
32150,HER_47551.t1:Sp-Tesk
32151,HER_47552.t1:none
32152,HER_47553.t1:Sp-Cobra1
32153,HER_47554.t1:Sp-Lmlm
32154,HER_47555.t1:Sp-Fn3f_29
32155,HER_47557.t1:Sp-LshmanlsnL_2
32156,HER_47557.t2:Sp-LshmanlsnL_2
32157,HER_47558.t1:Sp-Clect_73
32158,HER_47559.t1:Sp-Clect_89
32159,HER_47559.t2:Sp-Clect_90
32160,HER_47560.t1:Sp-Prpf38b
32161,HER_47561.t1:Sp-C1orf125L
32162,HER_47562.t1:Sp-Smg7
32163,HER_47563.t1:Sp-Pogk_1
32164,HER_47564.t1:Sp-Pogk_1
32165,HER_47566.t1.1.5f2c6a79:Sp-Grf
32166,HER_47566.t1:Sp-Grf
32167,HER_47566.t2:Sp-Grf
32168,HER_47569.t1:none
32169,HER_4757.t1:none
32170,HER_47570.t1:Sp-Nrarp
32171,HER_47571.t1.1.5f2c6a99:Sp-Unc44_229
32172,HER_47571.t1:Sp-Unc44_229
32173,HER_47572.t1.1.5f2c6a99:Sp-Gcnf1_1
32174,HER_47572.t1:Sp-Gcnf1_1
32175,HER_47574.t1:Sp-Nr5a
32176,HER_47575.t1:Sp-Gtf2b
32177,HER_47576.t1:Sp-Mettl13
32178,HER_47578.t1:Sp-Slc44a2
32179,HER_47579.t1:Sp-Slc44a2_2
32180,HER_4758.t1:Sp-Chst2_1
32181,HER_47580.t1.1.5f2c6a99:none
32182,HER_47580.t1:none
32183,HER_47581.t1:Sp-Smyd3_2
32184,HER_47583.t1:Sp-Hypp_578
32185,HER_47584.t1:none
32186,HER_47585.t1:Sp-PppL_292
32187,HER_47586.t1:Sp-PolppL_72
32188,HER_47589.t1:none
32189,HER_4759.t1:none
32190,HER_47590.t1:Sp-Alad_1
32191,HER_47591.t1:Sp-Hebp2L4
32192,HER_47591.t2:Sp-Hebp2L4
32193,HER_47592.t1:Sp-Hypp_721
32194,HER_47593.t1:Sp-Taar7dL
32195,HER_47594.t1:Sp-Taar7dL
32196,HER_47595.t1:Sp-Taar7dL
32197,HER_47596.t1:Sp-Colf_13
32198,HER_47598.t1:Sp-Uchl5
32199,HER_47600.t1:Sp-Hypp_537
32200,HER_47600.t2:Sp-Hypp_537
32201,HER_47601.t1:Sp-Slc6a5-3
32202,HER_47602.t1:Sp-Fmo2_2
32203,HER_47604.t1:Sp-Edem3
32204,HER_47605.t1:Sp-Abl
32205,HER_47607.t1:Sp-Bbox1_2
32206,HER_47608.t1:none
32207,HER_47609.t1:Sp-Gabbr1_5
32208,HER_4761.t1_HER_4760.t1.1.5f2d72c7:none
32209,HER_4761.t1_HER_4760.t1.2.5f2d72c7:none
32210,HER_4761.t1_HER_4760.t1:none
32211,HER_47610.t1:Sp-Chst9_1
32212,HER_47611.t1:Sp-Gabbr1_4
32213,HER_47612.t1:Sp-Gpr51_3
32214,HER_47613.t1:Sp-Hypp_468
32215,HER_47614.t1:Sp-Golga1L
32216,HER_47615.t1:Sp-C9orf117_1
32217,HER_47616.t1:Sp-Nmral1_2
32218,HER_47617.t1:Sp-Atp6v0a1_1
32219,HER_47618.t1:Sp-Cchcr1
32220,HER_47618.t2:Sp-Cchcr1
32221,HER_47619.t1:Sp-Zdhhc24
32222,HER_4762.t1:none
32223,HER_47620.t1:Sp-Myd88L1
32224,HER_47621.t1:Sp-Ociad1
32225,HER_47622.t1:Sp-Myd88L1
32226,HER_47623.t1.1.5f2c6a7b:Sp-Myd88L1
32227,HER_47623.t1:Sp-Myd88L1
32228,HER_47624.t1:Sp-Slc25a26_2
32229,HER_47625.t1:Sp-Slc25a26_1
32230,HER_47626.t1_HER_47628.t1:Sp-Fam55c_6
32231,HER_47627.t1:none
32232,HER_47629.t1:Sp-Abca2_1
32233,HER_4763.t1:Sp-Hypp_1883
32234,HER_47630.t1:Sp-Hsd17b8
32235,HER_47631.t1:none
32236,HER_47632.t1:Sp-Mtf2
32237,HER_47633.t1.1.5f2c6a7b:Sp-Tirc3
32238,HER_47633.t1:Sp-Tirc3
32239,HER_47634.t1:Sp-Hypp_2990
32240,HER_47635.t1:Sp-Hypp_2990
32241,HER_47636.t1.1.5f2c6a7b:Sp-Fos
32242,HER_47636.t1:Sp-Fos
32243,HER_47637.t1_HER_47638.t1_HER_47641.t1:Sp-CbpdEL
32244,HER_4764.t1:none
32245,HER_47642.t1:Sp-Hypp_1743
32246,HER_47643.t1:Sp-AccsL
32247,HER_47644.t1:Sp-Slc16a6L_3
32248,HER_47645.t1:Sp-Hypp_1744
32249,HER_47646.t1:Sp-Cbr3
32250,HER_47647.t1:Sp-Pnlcd1
32251,HER_47650.t1:Sp-Abcc4d
32252,HER_47651.t1:Sp-Hypp_544
32253,HER_47652.t1:Sp-Slc6a5_1
32254,HER_47653.t1:Sp-Ddx58_2
32255,HER_47654.t1:Sp-Ddx58_3
32256,HER_4766.t1:Sp-Lrp1L_1
32257,HER_47660.t1:Sp-Rabl6L
32258,HER_47661.t1:Sp-ZanL
32259,HER_47662.t1:Sp-QtrtD1
32260,HER_47663.t1:Sp-Rej4_1
